Series Code,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,total_arrivals_sum,continent
ST.INT.ARVL,Ukraine,UKR,11691000.00,11877000.00,12793000.00,15161000.00,18583000.00,20489000.00,21714000.00,26162000.00,28827000.00,24033000.00,24114000.00,24535000.00,25061000.00,26025000.00,13227000.00,13025000.00,13734000.00,14579000.00,14342000.00,13710000.00,3382000.00,377064000.00,Europe
ST.INT.ARVL,United Arab Emirates,ARE,,,,,,,,,,,,,,,,19313000.00,20894000.00,21805000.00,23092000.00,25282000.00,8084000.00,118470000.00,Asia
ST.INT.ARVL,United Kingdom,GBR,25209000.00,22835000.00,24180000.00,24715000.00,27755000.00,29970000.00,32713000.00,32778000.00,31888000.00,31072000.00,30398000.00,31886000.00,32221000.00,33567000.00,35337000.00,36792000.00,39129000.00,41080000.00,40283000.00,40857000.00,11101000.00,655766000.00,Europe
ST.INT.ARVL,United States of America,USA,78343000.00,70975000.00,64434000.00,62082000.00,67606000.00,71484000.00,183178000.00,175299000.00,175703000.00,160508000.00,162275000.00,147271421.90,171629890.60,179309906.30,178311359.40,176864531.30,175261484.40,174291750.00,169324921.90,165478000.00,45037000.00,2854667266.00,North America
ST.INT.ARVL,Uruguay,URY,2236000.00,2136000.00,1354000.00,1508000.00,1871000.00,1917000.00,1824000.00,1815000.00,2255000.00,2303000.00,2708000.00,3244000.00,3155000.00,3242000.00,3195000.00,3286000.00,3632000.00,4219000.00,3954000.00,3480000.00,,53334000.00,South America
ST.INT.ARVL,Uzbekistan,UZB,302000.00,345000.00,332000.00,231000.00,262000.00,242000.00,560000.00,903000.00,1069000.00,1215000.00,975000.00,1393000.00,1895000.00,1969000.00,1862000.00,1918000.00,2027000.00,2690000.00,5346000.00,6749000.00,,32285000.00,Asia
ST.INT.ARVL,Vanuatu,VUT,106000.00,106000.00,99000.00,102000.00,99000.00,126000.00,154000.00,167000.00,196600.01,225500.00,237700.00,248899.99,321000.00,357000.00,329000.00,287000.00,351600.01,332700.01,350200.01,256000.00,82400.00,4534600.03,Oceania
ST.INT.ARVL,Venezuela,VEN,602000.00,792000.00,590000.00,435000.00,618000.00,846000.00,883000.00,898000.00,702000.00,567000.00,535000.00,625000.00,1061000.00,1085000.00,967000.00,882000.00,681000.00,429000.00,,,,13198000.00,South America
ST.INT.ARVL,Vietnam,VNM,2140000.00,2330000.00,2628000.00,2429000.00,2928000.00,3477000.00,3583000.00,4229000.00,4236000.00,3747000.00,5050000.00,6014000.00,6848000.00,7572000.00,7874000.00,7944000.00,10013000.00,12922000.00,15498000.00,18009000.00,3837000.00,133308000.00,Asia
ST.INT.ARVL,Virgin Islands (U.S.),VIR,2396000.00,2497000.00,2337000.00,2395000.00,2620000.00,2602000.00,2571000.00,2606000.00,2435000.00,2245000.00,2531000.00,2686000.00,2640000.00,2702000.00,2814000.00,2643000.00,2574000.00,1954000.00,1922000.00,2074000.00,8612000.00,57856000.00,Null
ST.INT.ARVL,West Bank and Gaza,PSE,310000.00,43000.00,33000.00,37000.00,56000.00,88000.00,123000.00,264000.00,387000.00,396000.00,522000.00,449000.00,490000.00,545000.00,556000.00,432000.00,400000.00,503000.00,606000.00,688000.00,93000.00,7021000.00,Null
ST.INT.ARVL,Yemen,YEM,,,,,,,,,,,1035000.00,1175000.00,1282000.00,1323000.00,1218000.00,398000.00,,,,,,6431000.00,Asia
ST.INT.ARVL,Zambia,ZMB,457000.00,492000.00,565000.00,413000.00,515000.00,669000.00,757000.00,897000.00,812000.00,710000.00,815000.00,920000.00,859000.00,915000.00,947000.00,932000.00,956000.00,1009000.00,1072000.00,1266000.00,502000.00,16480000.00,Africa
ST.INT.ARVL,Zimbabwe,ZWE,1967000.00,2217000.00,2041000.00,2256000.00,1854000.00,1559000.00,2287000.00,2506000.00,1956000.00,2017000.00,2239000.00,2423000.00,1794000.00,1833000.00,1880000.00,2057000.00,2168000.00,2423000.00,2580000.00,2294000.00,639000.00,42990000.00,Africa
ST.INT.ARVL,Africa Eastern and Southern,AFE,15353177.30,15854696.29,17383375.42,17844385.28,18745951.16,19917566.37,22650320.88,25114898.44,25413098.27,25964418.07,29071500.51,31650243.88,32748552.39,34426632.68,35738392.21,35318681.46,37645887.77,38258347.88,41189145.27,39826701.40,,560115972.90,Null
ST.INT.ARVL,Africa Western and Central,AFW,4162850.00,4615887.34,4697120.11,5013049.71,5839376.59,6320831.91,6955607.11,9389591.49,10157585.78,10569712.64,11070796.45,8902380.18,10221030.40,10085818.94,10544624.00,13311681.73,13150775.34,,,,,145008719.70,Null
ST.INT.ARVL,Arab World,ARB,,,,,80985285.30,82979842.63,89387603.62,99187198.04,115508623.60,113944262.10,130381603.80,109790026.20,122650455.80,122579989.80,130620704.10,122563985.70,115219915.30,122153139.70,131892640.90,142447574.20,,1832292851.00,Null
ST.INT.ARVL,Caribbean small states,CSS,11115377.44,10923386.39,11075114.14,12223187.43,13943780.10,13151761.26,13524000.00,13774000.00,13494000.00,14132000.00,14853000.00,15421000.00,15540000.00,15674000.00,16644000.00,17200000.00,17638000.00,18488000.00,19669834.92,19819087.26,,298303528.90,Null
ST.INT.ARVL,Central Europe and the Baltics,CEB,206946379.30,182538824.40,173510081.40,177955845.40,200553517.60,208136165.20,215062885.90,222544621.80,217002009.90,205767642.40,211503443.30,219665361.60,230513827.80,239484451.80,247176982.10,265484205.10,282858334.20,293799709.70,301502122.50,314638365.10,,4616644777.00,Null
ST.INT.ARVL,Early-demographic dividend,EAR,190532159.70,184896885.30,190886934.70,186159242.80,208858479.30,220351005.20,222512638.30,237447686.60,253965565.90,245231108.20,260218031.20,251178036.00,266770386.70,276291315.70,298030473.70,305091375.50,301876958.50,326787964.80,350576700.20,369336988.90,,5146999937.00,Null
ST.INT.ARVL,East Asia & Pacific,EAS,168455262.80,178795259.50,194873220.60,180513147.20,224750642.90,243811863.60,259502080.90,283352757.10,281400380.90,276931048.20,306945190.10,324630664.80,341731569.30,359795035.60,378067655.50,395583346.10,422310009.80,449587158.60,480202482.10,490804002.10,,6242042778.00,Null
ST.INT.ARVL,East Asia & Pacific (excluding high income),EAP,116409725.60,125452248.30,136489562.50,125706247.60,152728066.40,165948098.20,174721883.50,188386803.70,188916100.20,186368423.30,200103460.80,208057749.30,211756290.50,217301338.50,219499632.70,232372388.20,246129470.40,267094231.80,281129641.00,292842169.40,,3937413532.00,Null
ST.INT.ARVL,East Asia & Pacific (IDA & IBRD countries),TEA,115002176.30,123938277.90,134842642.00,124198110.60,150908208.20,163954997.30,172620607.20,186123962.60,186639516.70,184114105.60,197693903.40,205576450.40,209238311.60,214704672.50,216907017.80,229644083.50,243207453.40,263898378.30,277743234.60,289300101.80,,3890256212.00,Null
ST.INT.ARVL,Euro area,EMU,,,,,453619920.70,462527032.50,489625062.80,494727795.30,495768984.00,483880961.10,491730015.70,514734250.20,520092217.30,539066000.00,555108000.00,571048000.00,590598000.00,617852000.00,638607601.60,655573447.50,,8574559289.00,Null
ST.INT.ARVL,Europe & Central Asia,ECS,746290155.90,714973123.40,723771886.80,736933750.10,784677456.10,815823430.70,854328332.10,883815853.70,884795564.20,854438373.70,869779367.10,918783439.70,944560917.60,980013821.10,997036505.30,1026805426.00,1055431735.00,1112981075.00,1157868195.00,1199188499.00,,18262296908.00,Null
ST.INT.ARVL,Europe & Central Asia (excluding high income),ECA,61157451.51,63741444.70,69761846.86,73537448.52,83794261.44,92511429.35,95695880.82,113529421.70,123903647.80,115245401.60,119087288.40,132498762.10,142150827.90,151065267.80,140838191.80,142759135.20,134101499.90,149456827.80,169084765.50,180880471.50,,2354801272.00,Null
ST.INT.ARVL,Europe & Central Asia (IDA & IBRD countries),TEC,185016223.20,166982996.20,163685842.00,170010345.40,192355295.10,204584907.70,210284391.70,233796926.40,236802923.20,218138478.20,228004885.40,244817219.00,258377684.00,273457449.60,267581214.30,278325392.30,274218218.10,294608725.40,314784745.50,331546366.20,,4747380229.00,Null
ST.INT.ARVL,European Union,EUU,650173237.90,616082121.20,615268114.30,625662233.10,658492799.30,678884822.40,711022667.30,723200887.80,717085325.80,695775047.70,708410742.40,743016204.70,759681881.50,784371000.00,809619000.00,835937000.00,870371000.00,910869000.00,938485601.60,968873375.30,,15021282062.00,Null
ST.INT.ARVL,Fragile and conflict affected situations,FCS,13329949.62,14607271.61,16446497.16,17350162.91,19975986.00,20088164.79,21663574.55,25383279.85,29047239.13,31567087.21,36919296.57,30416045.12,32472105.73,33260753.94,,,,,,,,342527414.20,Null
ST.INT.ARVL,Heavily indebted poor countries (HIPC),HPC,7778591.00,8160225.19,9043190.16,9192544.33,10209662.04,11488151.57,12898473.62,14613529.78,15475609.72,15905711.58,17437169.26,19068517.60,20446470.38,21285585.15,21852006.86,23619335.25,25289047.23,27119321.17,29458450.95,29134874.00,,349476466.80,Null
ST.INT.ARVL,High income,HIC,929784135.70,884986860.00,879165850.60,871624379.20,939596423.20,969910115.60,1128257223.00,1143132373.00,1134881111.00,1087553476.00,1124271992.00,1153167525.00,1215900943.00,1266070915.00,1315757995.00,1349915164.00,1403510282.00,1453128423.00,1491870217.00,1522430053.00,,23264915456.00,Null
ST.INT.ARVL,IBRD only,IBD,468296048.90,453337858.30,461400702.60,453203858.60,519447298.20,553668383.70,569028747.40,606513212.40,614737921.60,588744192.90,618728471.10,631384271.50,653441090.00,674498601.20,683100776.60,710624637.00,732382440.80,787599416.90,823988846.50,852166955.70,,12456293732.00,Null
ST.INT.ARVL,IDA & IBRD total,IBT,508311572.20,493824388.60,504227902.40,496859855.20,569823563.00,606222959.50,626141605.10,671923148.40,683771447.00,659261625.30,695222797.50,706710380.50,733806691.50,759074427.80,771435636.90,805369212.10,826247856.80,889465190.80,939010263.00,974462802.20,,13921173326.00,Null
ST.INT.ARVL,IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,Null
ST.INT.ARVL,IDA only,IDX,12504714.57,13101064.00,15034904.54,15535677.34,18457815.36,19225120.31,21221685.02,24248164.53,27424638.61,28669901.00,32648986.24,32417429.92,35988687.32,40041483.80,42827384.21,46442583.33,46337010.25,50308715.54,58328493.73,63144062.51,,643908522.10,Null
ST.INT.ARVL,IDA total,IDA,23005231.32,24182673.05,26352150.78,27591739.11,31980186.94,32888290.84,37120730.18,44274304.40,47671291.73,50223430.13,55256133.34,53613909.32,58250533.32,62020322.29,65941778.03,71927095.05,71605647.80,78201600.28,93089667.65,100914423.80,,1056111139.00,Null
ST.INT.ARVL,Late-demographic dividend,LTE,284253258.60,271213960.00,272906962.60,267562909.20,312413443.50,331644843.50,347355982.80,369420014.60,367075985.60,353528962.10,375168918.80,394674498.50,413361747.60,430928983.20,437115970.80,460461683.60,479145118.70,508820312.70,532235103.20,549832276.90,,7759120937.00,Null
ST.INT.ARVL,Latin America & Caribbean,LCN,161345288.50,155630805.10,152947999.40,148080474.90,161110799.60,167839740.30,165382750.90,164050585.80,165005509.70,158419130.20,157336067.70,155233946.60,159170173.40,162605371.40,171231468.50,182042491.60,193556155.20,202720683.40,201522429.40,201856013.70,,3387087885.00,Null
ST.INT.ARVL,Latin America & Caribbean (excluding high income),LAC,135852472.50,129631536.70,128164683.10,122614563.30,132972759.40,139293878.50,136738000.00,135404000.00,136305000.00,130549000.00,128009000.00,124212000.00,126982000.00,129584000.00,136666600.00,145821000.00,156330000.00,165093000.00,164604173.90,165233237.00,,2770060904.00,Null
ST.INT.ARVL,Latin America & the Caribbean (IDA & IBRD countries),TLA,142004691.90,135754875.40,133102339.90,127305056.40,138679012.30,145124920.00,142663119.80,141496729.30,142505000.00,136672000.00,134206000.00,131390000.00,134737000.00,137445000.00,144459600.00,154385000.00,165767000.00,175407000.00,173715171.20,172908916.90,,2909728433.00,Null
ST.INT.ARVL,Least developed countries: UN classification,LDC,8410825.33,8822886.01,9811415.87,9707907.43,11144721.84,12956006.38,14529500.41,16999106.65,18005255.39,18594287.03,20467099.63,23220314.71,26001684.94,28995508.77,31645081.80,33502770.99,32624657.65,34557520.69,38555567.91,40176417.36,,438728536.80,Null
ST.INT.ARVL,Low & middle income,LMY,376460649.10,382836193.30,403924802.10,394042563.30,453546722.60,486276713.90,503388699.00,543031904.70,562443862.60,548333631.30,578189300.70,585014466.50,607553618.60,626412968.40,634344306.60,658163496.00,673875108.80,731331434.20,782000891.10,814041186.10,,11345212519.00,Null
ST.INT.ARVL,Low income,LIC,,4422831.21,5834485.61,5908363.55,7427824.41,7489497.84,7946918.31,8224734.58,9779564.75,10644113.01,13439676.35,11065512.10,11790113.07,12106324.92,12210720.22,11563292.83,13028546.97,14021098.76,17021655.36,17409971.53,,201335245.40,Null
ST.INT.ARVL,Lower middle income,LMC,60822587.41,61303177.85,64049459.33,69066616.13,82272562.52,88540296.68,96432872.55,112971124.50,120779067.90,117207259.10,126945397.10,125756815.60,136178040.80,142764863.40,140616367.30,145156137.00,146764495.20,166574126.00,192813989.60,207722217.30,,2404737473.00,Null
ST.INT.ARVL,Middle East & North Africa,MEA,,,,,80626989.20,83145581.49,90007073.63,99102298.55,115019778.30,113027486.50,130361782.10,111858609.80,124595751.50,125860611.70,133162231.80,126208646.10,119350820.60,127054293.50,139804138.00,152571280.00,,1871757373.00,Null
ST.INT.ARVL,Middle East & North Africa (excluding high income),MNA,25593702.35,25760103.49,29063175.72,30679598.57,37570149.47,38948343.13,42009917.53,44628483.89,50431455.77,53336591.60,62924889.12,50267660.08,53404835.82,51878546.95,51968618.04,47236883.36,41373623.82,48550026.98,58807590.79,65756226.13,,910190422.60,Null
ST.INT.ARVL,Middle East & North Africa (IDA & IBRD countries),TMN,25303332.91,25738554.55,29054552.85,30668307.01,37545158.34,38891162.76,41918915.57,44393001.40,50073040.23,52971338.68,62437036.01,49845259.01,52940791.71,51346515.84,51423560.29,46829784.84,40984877.39,48055307.59,58212100.38,65078454.60,,903711052.00,Null
ST.INT.ARVL,Middle income,MIC,369017840.40,375000502.60,394155191.50,384233687.50,441446433.20,473913514.80,490340950.50,529427962.30,546648340.20,531427960.50,557355435.10,567578027.40,589199451.60,607530503.40,615263536.60,639288627.70,655230626.60,711194514.80,758857901.90,790163362.90,,11027274372.00,Null
ST.INT.ARVL,North America,NAC,127520000.00,118580000.00,109814000.00,101468000.00,106929000.00,108161000.00,217203000.00,206332000.00,203623000.00,185758000.00,188476000.00,172989421.90,197557890.60,205052906.30,204449359.40,205016531.30,206045484.40,206060750.00,201364921.90,198713000.00,,3471114266.00,Null
ST.INT.ARVL,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,Null
ST.INT.ARVL,OECD members,OED,914409802.00,857416270.40,845244937.70,829225858.80,883810873.60,917093718.80,1057049131.00,1057756515.00,1052020401.00,1012277275.00,1023509319.00,1038728159.00,1089410317.00,1129790906.00,1163739359.00,1200190531.00,1244329484.00,1299260750.00,1331200523.00,1364524986.00,,21310989117.00,Null
ST.INT.ARVL,Other small states,OSS,22028654.64,22699583.12,23251643.31,23525106.49,25484888.27,25761318.53,27999916.15,30898966.04,32780642.47,32486504.56,37843566.16,33747412.99,36199883.01,39516963.60,42941757.49,43653648.12,46851127.10,49979552.76,51524462.84,51930012.47,,701105610.10,Null
ST.INT.ARVL,Pacific island small states,PSS,,,,,,,,1082228.47,1202558.03,1241227.86,1349967.00,1427095.93,1519503.14,1571298.37,1590536.61,1675831.87,1836886.93,1885809.47,1928869.84,1752269.77,,20064083.30,Null
ST.INT.ARVL,Post-demographic dividend,PST,745500956.80,734362506.10,745620332.40,739424033.80,791914175.20,822568061.00,972284577.70,984896479.70,981136584.60,943253696.70,968795923.90,994042514.70,1040611729.00,1080304354.00,1105378388.00,1128129854.00,1175947745.00,1223167398.00,1257774890.00,1275198370.00,,19710312571.00,Null
ST.INT.ARVL,Pre-demographic dividend,PRE,7836650.60,8489704.81,9597982.87,9756308.31,11371716.19,12787723.66,14207513.32,17963991.87,18545304.58,19842113.52,21206463.38,20093300.35,21339533.62,20780542.21,21408619.23,24064888.69,24362726.94,,,,,283655084.20,Null
ST.INT.ARVL,Small states,SST,35393988.81,35693405.21,36594901.98,38156636.51,42165941.52,41471204.55,43973149.94,47057081.10,48541042.91,49158502.00,55249470.45,51988608.98,54646954.02,58059805.31,62560577.16,63973751.93,71729395.16,75794208.06,78864839.62,79086475.92,,1070159941.00,Null
ST.INT.ARVL,South Asia,SAS,5028560.73,4693365.35,4527657.86,5212015.09,6372282.55,6697186.84,7599967.12,8429239.64,8726421.01,8418738.53,9476200.14,10853945.55,11239336.22,12150072.21,19662201.22,20005025.79,22126613.55,23793410.45,26712613.63,27102764.15,,248827617.60,Null
ST.INT.ARVL,South Asia (IDA & IBRD),TSA,4872221.47,4547447.40,4386891.80,5049972.19,6174166.63,6488969.56,7363682.17,8167172.39,8455114.31,8156997.77,9181582.62,10516493.57,10889902.34,11772323.31,19050898.28,19383064.35,21438691.39,23053667.15,25882111.54,26260132.18,,241091502.40,Null
ST.INT.ARVL,Sub-Saharan Africa,SSF,19581432.38,20519199.90,22162330.26,22926433.43,24699148.83,26367736.54,29762488.24,34665318.37,35737670.06,36704327.02,40334502.46,40741755.28,43202323.02,44728989.90,46510985.56,48979055.51,51223036.38,52899581.21,56673405.07,56014499.15,,754434218.60,Null
ST.INT.ARVL,Sub-Saharan Africa (excluding high income),SSA,19437981.38,20377864.55,22023890.38,22796021.36,24570128.19,26229482.30,29607860.52,34490086.89,35560286.30,36521793.40,40138969.93,40525618.32,42980384.60,44484730.55,46265055.58,48672074.10,50877194.38,52496629.86,56247033.37,55555231.30,,749858317.30,Null
ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),TSS,19581432.38,20519199.90,22162330.26,22926433.43,24699148.83,26367736.54,29762488.24,34665318.37,35737670.06,36704327.02,40334502.46,40741755.28,43202323.02,44728989.90,46510985.56,48979055.51,51223036.38,52899581.21,56673405.07,56014499.15,,754434218.60,Null
ST.INT.ARVL,Upper middle income,UMC,301621449.30,306994545.90,323043770.10,308581283.00,351774849.80,377443418.70,385922932.20,408189869.10,417498839.00,406075035.20,422026476.20,433149966.00,444224631.80,455797691.60,465397898.80,484482005.80,498471214.20,534415314.90,556608632.20,573310641.30,,8455030465.00,Null
ST.INT.ARVL,World,WLD,1332379079.00,1299004508.00,1319581840.00,1300066793.00,1436450364.00,1501611341.00,1683029832.00,1739388600.00,1750746690.00,1687198488.00,1755720046.00,1792688016.00,1881196825.00,1952484358.00,2012330419.00,2071785910.00,2140443306.00,2248870724.00,2339399881.00,2403074088.00,,35647451108.00,Null
